shop,category,original_price,discount,monthly_sales
30,1,7999.00,7999.00,20000
30,1,5999.00,5999.00,20000
23,1,18888.00,4988.00,4000
13,1,3400.00,3190.00,300
20,1,3500.00,3330.00,1000
20,1,3679.00,3679.00,1000
14,1,5000.00,2360.00,400
8,1,5000.00,1330.00,77
14,1,6550.00,6550.00,400
20,1,5778.00,5778.00,1000
19,1,6000.00,4886.00,900
11,1,4156.00,3598.00,100
12,1,1830.00,1830.00,200
18,1,4000.00,3199.00,800
17,1,5000.00,1330.00,700
12,1,4978.00,4978.00,200
12,1,2820.00,2820.00,200
14,1,6000.00,4876.00,400
11,1,4278.00,3428.00,100
16,1,3518.00,3518.00,600
21,1,3300.00,3240.00,2000
21,1,2378.00,2378.00,2000
21,1,29999.00,4788.00,2000
11,1,5838.00,5838.00,100
14,1,7718.00,7718.00,400
13,1,2050.00,2050.00,300
11,1,3749.00,3749.00,100
11,1,5588.00,4868.00,100
19,1,6800.00,6749.00,900
11,1,5500.00,4868.00,100
11,1,5000.00,1330.00,100
11,1,1820.00,1820.00,100
12,1,2750.00,2750.00,200
8,1,3998.00,2548.00,70
12,1,3299.00,3098.00,200
11,1,4430.00,3380.00,100
2,1,3900.00,3748.00,13
13,1,5999.00,4642.00,300
3,1,1568.00,1568.00,23
2,1,4749.00,4749.00,19
13,1,2860.00,2860.00,300
16,1,6000.00,5000.00,600
5,1,3220.00,3000.00,40
11,1,2849.00,2849.00,100
18,1,2228.00,2228.00,800
1,1,2400.00,1980.00,0
15,1,5838.00,5838.00,500
11,1,6000.00,2360.00,100
20,1,4968.00,4968.00,1000
19,1,4140.00,4140.00,900
12,1,8098.00,8098.00,200
15,1,2378.00,2378.00,500
8,1,2400.00,2050.00,71
20,1,3660.00,3310.00,1000
1,1,4708.00,4708.00,0
2,1,2200.00,2150.00,13
15,1,4858.00,4858.00,500
16,1,5398.00,5047.00,600
8,1,1808.00,1808.00,76
10,1,4799.00,4699.00,98
16,1,2228.00,2228.00,600
11,1,5089.00,3589.00,100
20,1,4190.00,4190.00,1000
20,1,7628.00,7628.00,1000
12,1,3290.00,3290.00,200
11,1,1008.00,1008.00,100
9,1,3290.00,3290.00,89
12,1,4298.00,4298.00,200
1,1,2988.00,2988.00,1
20,1,6000.00,4898.00,1000
12,1,5750.00,5049.00,200
1,1,5380.00,5380.00,0
7,1,2080.00,2080.00,68
5,1,5598.00,5598.00,46
3,1,5749.00,5749.00,26
21,1,5778.00,5778.00,2000
3,1,4000.00,2830.00,21
1,1,3699.00,3699.00,7
4,1,2999.00,2999.00,37
1,1,6750.00,6716.00,0
11,1,1088.00,1088.00,100
1,1,4156.00,3598.00,3
3,1,5988.00,5988.00,26
1,1,3599.00,3599.00,8
8,1,6200.00,4100.00,77
15,1,1008.00,1008.00,500
11,1,7849.00,7849.00,100
29,4,4488.00,4488.00,10000
11,4,3000.00,2650.00,100
12,4,2199.00,2199.00,200
14,4,2288.00,2288.00,400
29,4,6988.00,6988.00,10000
13,4,2288.00,2288.00,300
14,4,2499.00,2399.00,400
20,4,1299.00,1299.00,1000
30,4,2299.00,2299.00,20000
11,4,798.00,798.00,100
13,4,1299.00,1299.00,300
19,4,999.00,699.00,900
18,4,1989.00,1919.38,800
20,4,588.00,588.00,1000
15,4,1268.00,1268.00,500
11,4,9999.00,1289.00,100
1,4,2400.00,1999.00,0
12,4,1299.00,1299.00,200
11,4,1499.00,1359.00,100
23,4,18888.00,4988.00,4000
20,4,999.00,399.00,1000
1,4,2299.00,2299.00,0
21,4,638.00,488.00,2000
21,4,4499.00,4499.00,2000
20,4,18499.00,16299.00,1000
14,4,588.00,588.00,400
2,4,1099.00,1099.00,19
16,4,2200.00,2049.00,600
30,4,2499.00,2199.00,20000
26,4,1599.00,1599.00,7000
18,4,1588.00,588.00,800
13,4,818.00,818.00,300
20,4,1528.00,528.00,1000
15,4,578.00,578.00,500
4,4,638.00,638.00,32
11,4,618.00,618.00,100
2,4,4799.00,4799.00,13
11,4,5000.00,1330.00,100
2,4,19999.00,15240.00,16
4,4,1399.00,1399.00,36
11,4,2500.00,2159.00,100
2,4,1268.00,1268.00,12
23,4,1699.00,1699.00,4000
13,4,2100.00,1898.00,300
11,4,699.00,699.00,100
14,4,8499.00,8499.00,400
11,4,4278.00,3428.00,100
11,4,2599.00,1799.00,100
11,4,1088.00,718.00,100
7,4,2038.00,2038.00,65
7,4,1118.00,1118.00,60
29,4,1299.00,1299.00,10000
13,4,3499.00,3099.00,300
25,4,1099.00,999.00,6000
11,4,1299.00,1299.00,100
11,4,959.00,559.00,100
2,4,1360.00,1360.00,14
12,4,2699.00,2399.00,200
11,4,1139.00,1139.00,100
23,4,2299.00,2299.00,4000
14,4,498.00,498.00,400
2,4,2299.00,2199.00,18
13,4,2500.00,1978.00,300
12,4,488.00,488.00,200
9,4,1199.00,1199.00,80
20,4,299.00,179.00,1000
3,4,4099.00,4099.00,26
13,4,999.00,398.00,300
11,4,1699.00,1499.00,100
3,4,2399.00,2399.00,22
12,4,2099.00,2099.00,200
11,4,1069.00,1069.00,100
11,4,1599.00,1599.00,100
12,4,12999.00,12999.00,200
12,4,2100.00,1898.00,200
13,4,2480.00,2108.00,300
24,4,2099.00,2099.00,5000
16,4,2100.00,1978.00,600
3,4,3899.00,3899.00,22
8,4,1998.00,1498.00,76
2,4,1499.00,1499.00,18
3,4,2362.00,2008.00,25
11,4,999.00,489.00,100
2,4,20999.00,15569.00,12
12,4,6988.00,6988.00,200
14,4,1748.00,1748.00,400
4,4,18999.00,15038.00,39
16,4,17499.00,15999.00,600
1,4,7651.00,7651.00,0
7,4,159.00,159.00,66
8,4,19999.00,15788.00,70
1,4,799.00,799.00,8
11,4,2259.00,2259.00,100
15,4,4588.00,4588.00,500
11,4,2049.00,2049.00,100
1,4,2399.00,2399.00,0
10,4,1269.00,1269.00,92
11,4,1499.00,1369.00,100
11,4,5339.00,5339.00,100
29,4,2499.00,2299.00,10000
5,4,2399.00,2399.00,42
24,4,4299.00,4299.00,5000
29,4,2699.00,2599.00,10000
5,4,2699.00,2699.00,45
11,4,1459.00,1459.00,100
3,4,2048.00,2048.00,24
3,4,2399.00,2159.00,25
3,4,2449.00,2449.00,28
9,4,1598.00,799.00,88
11,4,743.00,643.00,100
11,4,2699.00,2099.00,100
1,4,1799.00,1799.00,0
6,4,1198.00,1198.00,54
24,4,1099.00,1099.00,5000
22,4,996.00,498.00,3000
11,4,1188.00,818.00,100
2,4,1488.00,1488.00,12
5,4,1899.00,1899.00,45
4,4,1349.00,1349.00,35
5,4,9699.00,9699.00,40
21,4,219.00,119.00,2000
11,4,2299.00,2299.00,100
24,4,169.00,69.00,5000
7,4,5699.00,4981.00,67
2,4,599.00,599.00,10
13,4,418.00,408.00,300
1,4,2299.00,2299.00,2
10,4,4488.00,4488.00,97
5,4,293.00,158.00,40
21,4,3299.00,3199.00,2000
3,4,1099.00,1099.00,28
4,4,4999.00,2269.00,36
24,4,1799.00,1799.00,5000
4,4,2278.00,2278.00,35
27,4,3999.00,3999.00,8000
1,4,2100.00,2099.00,2
3,4,1549.00,1549.00,27
5,4,99999.00,1079.00,40
1,4,2298.00,1798.00,0
4,4,1898.00,1398.00,39
11,4,2253.00,2253.00,100
12,4,10999.00,10999.00,200
1,4,1199.00,1199.00,1
1,4,7862.00,7862.00,0
11,4,788.00,788.00,100
3,4,1588.00,1588.00,21
4,4,1999.00,1999.00,35
1,1,4600.00,4000.00,0
11,1,2400.00,1980.00,100
11,1,6000.00,2370.00,100
13,1,3660.00,3320.00,300
9,1,2400.00,2020.00,82
4,1,9699.00,8319.00,39
11,1,5628.00,5628.00,100
29,5,4599.00,3999.00,10000
30,5,2699.00,2699.00,20000
23,5,699.00,699.00,4000
9,5,3999.00,3999.00,85
18,5,4499.00,4499.00,800
17,5,4568.00,4548.00,700
12,5,1139.00,1139.00,200
20,5,3808.00,3788.00,1000
17,5,678.00,678.00,700
12,5,309.00,299.00,200
18,5,265.00,255.00,800
14,5,308.00,298.00,400
20,5,2699.00,2699.00,1000
11,5,2599.00,2599.00,100
10,5,1999.00,1999.00,95
16,5,2499.00,2499.00,600
1,5,4368.00,4368.00,1
12,5,1999.00,1999.00,200
5,5,869.00,869.00,43
1,5,2258.00,2258.00,3
12,5,2379.00,2379.00,200
11,5,1999.00,1935.00,100
9,5,2179.00,2179.00,81
14,5,1999.00,1899.00,400
13,5,1999.00,1999.00,300
1,5,289.00,278.00,6
13,5,2699.00,2699.00,300
2,5,1099.00,1099.00,11
11,5,1469.00,1469.00,100
31,5,1999.00,1499.00,30000
31,5,1999.00,1999.00,30000
4,5,258.00,218.00,33
5,5,8999.00,8999.00,45
10,5,319.00,309.00,96
3,5,398.00,388.00,27
10,5,1398.00,699.00,99
20,5,238.00,228.00,1000
6,5,269.00,259.00,59
6,5,248.00,247.00,50
2,5,1119.00,1019.00,17
14,5,458.00,448.00,400
7,5,1999.00,1870.00,68
11,5,699.00,699.00,100
9,5,1868.00,1868.00,87
12,5,584.00,584.00,200
15,5,315.00,275.00,500
13,5,969.00,969.00,300
20,5,559.00,559.00,1000
7,5,1699.00,1699.00,67
1,5,2199.00,2199.00,0
6,5,949.00,949.00,50
11,5,1139.00,1139.00,100
12,5,589.00,589.00,200
8,5,3999.00,3999.00,75
4,5,2699.00,2699.00,39
2,5,2599.00,2599.00,11
13,5,2949.00,2949.00,300
13,5,309.00,299.00,300
4,5,379.00,369.00,30
4,5,2499.00,2499.00,37
11,5,1099.00,1099.00,100
4,5,399.00,389.00,30
2,5,3599.00,3599.00,19
17,5,1999.00,1999.00,700
15,5,1999.00,1999.00,500
31,5,1299.00,1049.00,30000
1,5,2649.00,2649.00,5
2,5,379.00,369.00,14
1,5,8999.00,8999.00,3
9,5,1789.00,1789.00,87
1,5,359.00,349.00,0
2,5,289.00,279.00,19
11,5,2099.00,2099.00,100
1,5,8999.00,8999.00,2
6,5,2699.00,2699.00,53
5,5,1289.00,1289.00,43
6,5,207.00,197.00,55
1,5,298.00,288.00,0
18,5,1499.00,1499.00,800
1,5,2999.00,2999.00,0
1,5,247.00,237.00,4
1,5,319.00,309.00,0
7,5,1239.00,1239.00,66
18,5,1139.00,1139.00,800
11,5,1799.00,1799.00,100
3,5,2699.00,2699.00,28
3,5,3999.00,3999.00,25
2,5,3999.00,3596.00,11
30,2,2799.00,2799.00,20000
30,2,2299.00,2299.00,20000
23,2,2299.00,2299.00,4000
15,2,2899.00,2899.00,500
8,2,1879.00,1879.00,74
2,2,3099.00,3099.00,14
22,2,2799.00,2799.00,3000
17,2,2299.00,2299.00,700
12,2,2299.00,2299.00,200
13,2,3099.00,3099.00,300
15,2,2399.00,2399.00,500
7,2,2899.00,2899.00,67
17,2,2799.00,2799.00,700
15,2,2299.00,2299.00,500
11,2,2299.00,2299.00,100
3,2,3499.00,3499.00,28
9,2,2668.00,2668.00,83
4,2,2299.00,2299.00,36
10,2,3099.00,3099.00,96
11,2,3499.00,2249.00,100
20,2,2799.00,2799.00,1000
12,2,3099.00,3099.00,200
4,2,4399.00,4399.00,36
5,2,2799.00,2799.00,44
6,2,2799.00,2799.00,53
11,2,1199.00,1199.00,100
4,2,1568.00,1568.00,33
4,2,5999.00,5999.00,39
3,2,4499.00,4499.00,25
1,2,1699.00,1669.00,2
8,2,1899.00,1899.00,78
14,2,2299.00,2299.00,400
29,2,1299.00,1299.00,10000
20,2,3999.00,3999.00,1000
27,2,3999.00,3999.00,8000
1,2,899.00,899.00,7
16,2,2499.00,2499.00,600
11,2,5999.00,5999.00,100
2,2,1499.00,1499.00,12
3,2,4499.00,4499.00,20
12,2,2399.00,2399.00,200
12,2,5999.00,5999.00,200
14,2,5999.00,5999.00,400
9,2,4499.00,4499.00,88
11,2,4499.00,4499.00,100
20,2,2399.00,2399.00,1000
13,2,1499.00,1499.00,300
1,2,768.00,768.00,3
2,2,2499.00,2499.00,15
2,2,2499.00,2299.00,10
14,2,1499.00,1499.00,400
4,2,4499.00,4499.00,36
3,2,5199.00,5199.00,23
9,2,3999.00,3999.00,84
13,2,2799.00,2799.00,300
21,2,4499.00,4499.00,2000
5,2,1499.00,1499.00,43
9,2,5999.00,5999.00,88
11,2,3999.00,3999.00,100
1,2,4499.00,3980.00,1
23,2,6399.00,6399.00,4000
26,8,3799.00,3799.00,7000
11,8,4699.00,4548.00,100
11,8,4199.00,4199.00,100
11,8,3399.00,3399.00,100
3,8,3399.00,3328.00,28
11,8,209.00,199.00,100
11,8,4799.00,4548.00,100
10,8,799.00,799.00,99
8,8,3399.00,3399.00,70
2,8,1859.00,1859.00,18
6,8,3399.00,3399.00,53
5,8,3799.00,3339.00,42
10,8,4899.00,4559.00,95
4,8,3799.00,3799.00,37
4,8,3399.00,3328.00,31
11,8,4699.00,4699.00,100
1,8,3799.00,3328.00,5
8,8,208.00,198.00,76
2,8,4699.00,4553.00,15
11,8,4699.00,4543.00,100
4,8,5299.00,4533.00,31
6,8,209.00,199.00,51
1,8,4578.00,4578.00,3
27,7,3999.00,3999.00,8000
24,7,1099.00,1099.00,5000
20,7,1288.00,1288.00,1000
1,7,2899.00,2899.00,6
6,7,2188.00,1188.00,53
11,7,645.00,645.00,100
7,7,1699.00,1699.00,65
15,7,2699.00,2699.00,500
11,7,2599.00,2599.00,100
1,7,6888.00,6258.00,7
11,7,1359.00,1359.00,100
5,7,4999.00,2299.00,41
4,7,11199.00,10749.00,38
1,7,2799.00,2799.00,1
6,7,2299.00,2299.00,50
3,7,3699.00,3699.00,26
1,7,1779.00,1699.00,1
11,7,565.00,563.00,100
16,7,1029.00,1029.00,600
4,7,2999.00,999.00,37
29,7,1499.00,1399.00,10000
5,7,4014.00,3615.00,41
14,7,738.00,630.00,400
22,7,3299.00,3199.00,3000
2,7,1649.00,1649.00,15
5,7,798.00,798.00,46
1,7,2699.00,2699.00,0
3,7,1999.00,1999.00,27
11,7,599.00,597.00,100
2,7,1099.00,1099.00,10
11,7,3499.00,3499.00,100
1,7,2159.00,2159.00,5
8,7,1098.00,1098.00,75
7,7,2399.00,2399.00,64
2,7,1799.00,1799.00,19
21,7,3499.00,3499.00,2000
4,7,1780.00,1780.00,33
1,7,949.00,949.00,9
1,7,3099.00,3099.00,2
11,7,3999.00,3999.00,100
7,7,2288.00,2288.00,69
29,6,2499.00,2299.00,10000
21,6,2099.00,1999.00,2000
29,6,2999.00,2999.00,10000
26,6,1599.00,1599.00,7000
16,6,2799.00,2799.00,600
1,6,2099.00,2099.00,8
20,6,2799.00,2799.00,1000
13,6,2199.00,1849.00,300
13,6,2039.00,2039.00,300
2,6,2099.00,2099.00,13
11,6,2799.00,2799.00,100
12,6,3699.00,3699.00,200
11,6,2039.00,2039.00,100
17,6,4099.00,3689.00,700
9,6,2596.00,2596.00,83
4,6,4099.00,4099.00,34
13,6,2999.00,2999.00,300
1,6,3699.00,3699.00,9
2,6,1599.00,1599.00,19
4,6,6499.00,6499.00,34
25,6,1099.00,999.00,6000
10,6,1599.00,1599.00,99
11,6,4999.00,4999.00,100
1,6,1178.00,1178.00,9
21,6,3299.00,3199.00,2000
4,6,2799.00,2799.00,38
5,6,5499.00,4968.00,45
11,6,1299.00,1299.00,100
11,6,3699.00,3699.00,100
14,6,3699.00,3699.00,400
1,6,3699.00,3699.00,7
5,6,2799.00,2799.00,48
3,6,4099.00,4099.00,23
10,6,2499.00,2499.00,96
25,6,3699.00,3699.00,6000
20,6,6499.00,6499.00,1000
11,6,2999.00,2299.00,100
12,6,2299.00,2299.00,200
12,6,4099.00,3679.00,200
21,6,1599.00,1599.00,2000
18,6,5499.00,5499.00,800
5,6,4299.00,4299.00,48
6,6,9999.00,9999.00,50
12,6,10999.00,10999.00,200
9,6,3706.00,3706.00,87
3,6,3999.00,3410.00,21
30,3,2299.00,2299.00,20000
20,3,2399.00,2399.00,1000
30,3,2499.00,2199.00,20000
17,3,2499.00,2499.00,700
21,3,4499.00,4499.00,2000
15,3,1499.00,1499.00,500
5,3,4499.00,4499.00,41
16,3,2499.00,2499.00,600
9,3,5999.00,5999.00,88
10,3,6499.00,5518.00,98
5,3,938.00,938.00,44
1,3,4499.00,4028.00,4
3,3,8999.00,8999.00,25
12,3,5999.00,5999.00,200
16,3,1699.00,1699.00,600
11,3,2499.00,2499.00,100
1,3,2048.00,2048.00,7
2,3,5999.00,5485.00,19
11,3,5999.00,5999.00,100
23,3,1699.00,1699.00,4000
13,3,1799.00,1799.00,300
6,3,1858.00,1856.00,55
19,3,999.00,999.00,900
11,3,3499.00,3499.00,100
5,3,2099.00,2099.00,40
1,3,2499.00,2499.00,0
8,3,1879.00,1879.00,74
29,3,5999.00,5999.00,10000
4,3,2299.00,2299.00,36
11,3,1499.00,1499.00,100
14,3,3499.00,3499.00,400
9,3,4499.00,4499.00,88
11,3,3999.00,3999.00,100
12,3,2399.00,2399.00,200
2,3,6499.00,6499.00,19
1,3,4499.00,4499.00,7
1,3,8999.00,8999.00,6
4,3,3499.00,3499.00,39
12,3,2099.00,2099.00,200
1,3,2188.00,2188.00,7
2,3,3099.00,3099.00,14
30,3,2799.00,2799.00,20000
1,3,3378.00,3378.00,9
3,3,4499.00,4499.00,20
2,3,1099.00,1099.00,14
7,16,23800.00,23800.00,62
8,16,2598.00,1598.00,77
12,16,179.00,179.00,200
13,16,1999.00,969.00,300
11,16,153.00,153.00,100
12,16,109.00,109.00,200
11,16,288.00,88.00,100
3,16,2208.00,2208.00,26
12,16,189.00,189.00,200
20,16,369.00,65.00,1000
20,16,688.00,168.00,1000
16,16,329.00,289.00,600
14,16,599.00,188.00,400
13,16,165.00,65.00,300
29,16,699.00,78.00,10000
16,16,369.00,169.00,600
14,16,599.00,128.00,400
5,16,899.00,609.00,45
22,16,599.00,199.00,3000
8,16,888.00,218.00,72
21,16,599.00,89.00,2000
10,16,198.00,88.00,96
12,16,599.00,599.00,200
11,16,399.00,279.00,100
22,16,996.00,498.00,3000
11,16,298.00,298.00,100
22,16,98.00,98.00,3000
11,16,379.00,248.00,100
16,16,499.00,309.00,600
3,16,408.00,408.00,28
20,16,172.00,72.00,1000
11,16,888.00,258.00,100
13,16,258.00,85.00,300
13,16,1398.00,398.00,300
13,16,599.00,599.00,300
11,16,158.00,158.00,100
18,16,192.00,89.00,800
20,16,599.00,133.00,1000
21,16,158.00,79.00,2000
11,16,2479.00,2479.00,100
11,16,1599.00,599.00,100
14,16,328.00,128.00,400
2,16,988.00,478.00,16
11,16,618.00,618.00,100
14,16,278.00,159.00,400
5,16,999.00,499.00,42
15,16,1099.00,1099.00,500
11,16,2646.00,568.00,100
11,16,866.00,766.00,100
11,16,999.00,599.00,100
11,16,588.00,588.00,100
1,16,599.00,599.00,9
1,16,2499.00,2499.00,0
7,16,128.00,128.00,63
11,16,488.00,78.00,100
22,16,599.00,68.00,3000
12,16,599.00,70.00,200
22,16,599.00,78.00,3000
3,16,399.00,248.00,21
31,16,528.00,79.00,30000
13,16,298.00,298.00,300
11,16,499.00,368.00,100
11,16,599.00,148.00,100
6,16,219.00,76.00,55
20,16,498.00,78.00,1000
29,16,5999.00,5999.00,10000
6,16,1399.00,228.00,53
21,16,599.00,148.00,2000
7,16,199.00,85.00,63
11,16,2880.00,548.00,100
12,16,999.00,228.00,200
4,16,5999.00,5999.00,39
11,16,258.00,58.00,100
3,16,4499.00,4499.00,25
15,16,398.00,129.00,500
4,16,299.00,115.00,30
11,16,1399.00,699.00,100
12,16,488.00,488.00,200
19,16,49.00,39.00,900
18,16,178.00,78.00,800
1,16,399.00,278.00,7
18,16,1399.00,108.00,800
14,16,2299.00,2299.00,400
22,16,699.00,188.00,3000
11,16,899.00,188.00,100
7,16,488.00,139.00,63
16,16,288.00,188.00,600
9,16,5999.00,5999.00,88
11,16,1548.00,1548.00,100
4,16,4499.00,4499.00,36
6,16,1948.00,1948.00,58
2,16,288.00,188.00,17
8,16,996.00,498.00,79
26,16,399.00,75.00,7000
12,16,288.00,88.00,200
8,16,308.00,169.00,75
21,16,218.00,118.00,2000
13,16,299.00,199.00,300
3,16,799.00,799.00,25
5,16,339.00,298.00,46
21,16,4499.00,4499.00,2000
11,16,399.00,49.80,100
11,16,158.00,79.00,100
12,16,5999.00,5999.00,200
13,16,149.00,149.00,300
22,16,188.00,88.00,3000
11,16,388.00,49.90,100
21,16,1399.00,39.00,2000
19,16,178.00,78.00,900
12,16,128.00,128.00,200
6,16,599.00,599.00,52
9,16,5999.00,5999.00,81
20,11,9699.00,9699.00,1000
20,11,5199.00,5199.00,1000
11,11,7098.00,7098.00,100
11,11,2368.00,2068.00,100
11,11,8000.00,3598.00,100
12,11,5000.00,3398.00,200
1,11,6688.00,6688.00,5
14,11,4068.00,4068.00,400
2,11,12599.00,12299.00,18
21,11,2099.00,1999.00,2000
12,11,12000.00,12000.00,200
16,11,3699.00,3699.00,600
1,11,9699.00,9699.00,1
9,11,3299.00,3299.00,88
2,11,9599.00,9599.00,13
1,11,9699.00,9699.00,6
3,11,6599.00,6599.00,28
1,11,9699.00,9699.00,2
1,11,15399.00,15199.00,8
1,11,12999.00,12999.00,1
11,11,4958.00,4958.00,100
8,11,9000.00,5348.00,78
11,11,9999.00,9999.00,100
12,11,3838.00,3838.00,200
3,11,3999.00,3999.00,24
1,11,4399.00,4399.00,2
13,11,15999.00,15999.00,300
1,11,8499.00,8499.00,0
1,11,7999.00,7999.00,0
12,11,6999.00,6999.00,200
11,11,7499.00,7499.00,100
1,11,2008.00,1708.00,5
1,11,9699.00,9699.00,0
1,11,10699.00,10699.00,0
14,15,4699.00,4699.00,400
1,15,3839.00,3839.00,7
11,15,4348.00,4348.00,100
10,15,4399.00,4399.00,95
2,15,3749.00,3749.00,15
6,17,8499.00,6699.00,55
2,17,6599.00,6299.00,18
3,17,6299.00,6299.00,23
3,17,5999.00,5999.00,29
3,17,4999.00,4999.00,24
1,17,3568.00,3568.00,7
2,17,5598.00,5598.00,12
2,17,5999.00,5999.00,12
25,17,5499.00,5499.00,6000
2,17,4828.00,4828.00,14
1,17,4598.00,4598.00,8
2,17,288.00,288.00,14
20,17,2400.00,1999.00,1000
11,17,4488.00,4488.00,100
2,17,1099.00,1099.00,19
2,17,6988.00,6988.00,14
6,17,7999.00,5999.00,50
3,17,3498.00,3498.00,21
13,17,2288.00,2288.00,300
14,17,1099.00,1099.00,400
11,17,1499.00,1359.00,100
1,17,16198.00,16198.00,4
9,17,869.00,869.00,81
20,17,1288.00,1288.00,1000
11,17,2599.00,1799.00,100
11,17,798.00,798.00,100
12,17,1588.00,1588.00,200
7,17,1279.00,1279.00,65
11,17,2049.00,2049.00,100
2,17,2998.00,2498.00,14
27,17,1399.00,1099.00,8000
1,17,1799.00,1799.00,8
13,17,799.00,699.00,300
9,17,2699.00,2099.00,84
2,18,458.00,438.00,19
2,18,1909.00,1909.00,14
1,18,80.00,56.00,2
1,18,168.00,58.00,7
1,18,80.00,56.00,4
1,18,26.00,13.00,2
4,18,130.00,49.80,33
1,18,44.00,41.80,0
1,18,41.00,39.71,0
1,18,9.00,9.00,1
8,18,80.00,35.00,74
9,18,130.00,49.80,85
1,18,32.00,31.16,0
1,18,31.00,31.00,0
1,18,28.00,14.00,1
1,18,80.00,45.00,7
1,18,1999.00,1999.00,9
1,18,19.00,9.90,8
21,10,218.00,118.00,2000
8,10,558.00,368.00,79
11,10,569.00,299.00,100
20,10,333.00,279.00,1000
2,10,988.00,478.00,16
1,10,392.00,158.00,5
16,10,329.00,289.00,600
13,10,1438.00,688.00,300
11,10,4699.00,4499.00,100
24,10,1699.00,1699.00,5000
21,10,4399.00,4399.00,2000
1,10,3999.00,3999.00,1
15,10,398.00,129.00,500
8,10,6499.00,5699.00,74
11,10,4499.00,4499.00,100
4,10,4868.00,4599.00,33
1,10,8499.00,8499.00,8
20,10,2899.00,2899.00,1000
10,10,478.00,308.00,91
1,10,5599.00,5599.00,1
13,10,399.00,198.00,300
1,10,1999.00,1999.00,0
1,10,359.00,359.00,5
3,10,499.00,399.00,20
6,10,1399.00,1399.00,59
3,10,599.00,579.00,21
7,10,8268.00,8268.00,67
2,10,20000.00,15298.00,15
30,10,2499.00,2199.00,20000
11,10,399.00,49.80,100
13,10,138.00,138.00,300
15,10,259.00,99.00,500
12,10,799.00,269.00,200
26,10,2099.00,2099.00,7000
11,10,339.00,129.00,100
2,10,288.00,229.00,19
20,10,2399.00,2399.00,1000
2,10,369.00,289.00,19
3,10,579.00,179.00,24
3,10,3399.00,3399.00,25
20,10,299.00,139.00,1000
3,10,389.00,289.00,20
1,10,295.00,255.00,4
5,10,599.00,78.00,49
7,10,399.00,198.00,68
12,10,288.00,75.00,200
6,10,599.00,148.00,52
1,10,3999.00,3999.00,0
3,10,1228.00,1228.00,23
19,13,399.00,39.00,900
3,13,388.00,99.00,25
1,13,1878.00,878.00,1
1,13,996.00,996.00,2
20,13,238.00,228.00,1000
18,13,1588.00,588.00,800
11,13,999.00,399.00,100
21,13,638.00,488.00,2000
14,13,588.00,588.00,400
12,13,548.00,548.00,200
1,13,498.00,498.00,0
13,13,15999.00,15999.00,300
8,13,388.00,39.00,76
15,13,588.00,588.00,500
20,13,1528.00,528.00,1000
11,13,2646.00,568.00,100
4,13,1078.00,878.00,32
1,13,666.00,399.00,1
15,13,398.00,129.00,500
13,13,309.00,299.00,300
20,13,999.00,399.00,1000
9,13,388.00,39.00,83
30,13,2799.00,2799.00,20000
29,13,1299.00,1299.00,10000
20,13,6499.00,6499.00,1000
4,13,749.00,389.00,37
20,13,1056.00,528.00,1000
14,13,308.00,298.00,400
11,13,5500.00,4868.00,100
11,13,1099.00,1099.00,100
11,13,999.00,689.00,100
16,13,2499.00,2499.00,600
8,13,1199.00,699.00,71
29,13,699.00,78.00,10000
12,13,309.00,299.00,200
21,13,1399.00,39.00,2000
11,13,1259.00,1259.00,100
14,13,499.00,499.00,400
8,13,599.00,599.00,76
13,13,2750.00,458.00,300
27,13,4099.00,4099.00,8000
3,13,3849.00,3849.00,21
22,13,599.00,68.00,3000
11,13,3699.00,2688.00,100
11,13,888.00,888.00,100
12,13,478.00,478.00,200
11,13,1008.00,1008.00,100
29,13,3199.00,2799.00,10000
12,13,2489.00,2489.00,200
14,13,6000.00,4876.00,400
16,13,388.00,39.00,600
13,13,1610.00,398.00,300
1,13,279.00,199.00,6
16,13,369.00,169.00,600
18,13,1399.00,108.00,800
11,13,399.00,49.80,100
31,13,528.00,79.00,30000
3,13,8827.00,8627.00,23
23,13,18888.00,4988.00,4000
11,13,85.00,85.00,100
3,13,288.00,276.00,29
1,13,269.00,188.00,9
26,13,1599.00,1599.00,7000
21,13,75.00,75.00,2000
9,13,609.00,389.00,84
18,13,265.00,255.00,800
2,13,258.00,258.00,17
22,9,599.00,199.00,3000
11,9,699.00,188.00,100
26,9,399.00,75.00,7000
11,9,179.00,89.00,100
3,9,488.00,208.00,21
11,9,999.00,399.00,100
20,9,369.00,139.00,1000
22,9,599.00,78.00,3000
3,9,299.00,70.00,24
11,9,188.00,188.00,100
14,9,599.00,188.00,400
11,9,688.00,198.00,100
6,9,278.00,218.00,56
3,9,399.00,124.00,24
20,4,798.00,798.00,1000
1,4,3699.00,3699.00,0
11,4,888.00,888.00,100
12,4,1888.00,1888.00,200
3,4,1997.00,1698.00,27
12,4,1379.00,1379.00,200
26,4,3799.00,3799.00,7000
2,4,1649.00,1649.00,13
27,4,238.00,138.00,8000
3,4,4488.00,4488.00,28
11,4,2498.00,2158.00,100
25,4,3699.00,3699.00,6000
1,4,4699.00,4699.00,0
26,4,1299.00,1299.00,7000
1,4,15197.00,15197.00,0
1,4,1249.00,1249.00,2
1,4,15147.00,15147.00,0
4,1,4156.00,3598.00,36
17,1,4699.00,4699.00,700
1,1,5200.00,5098.00,1
